#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    322.392545       -19.557       -43.835      529627.7
    321.620371       -15.991       -44.546      529682.3
    320.988239       -12.424       -45.240      529736.8
    320.506049        -8.856       -45.921      529791.4
    320.181351        -5.288       -46.593      529845.9
    320.019228        -1.720       -47.260      529900.5
    320.022220         1.849       -47.926      529955.1
    320.190277         5.417       -48.593      530009.6
    320.520771         8.985       -49.266      530064.2
    321.008526        12.553       -49.947      530118.7
    321.645906        16.120       -50.642      530173.3
    322.422928        19.686       -51.353      530227.9
    323.327417        23.250       -52.086      530282.4
    324.345196        26.813       -52.848      530337.0
    325.460307        30.373       -53.644      530391.5
    326.655254        33.931       -54.483      530446.1
    327.911280        37.486       -55.375      530500.7
    329.208658        41.036       -56.334      530555.2
    330.526999        44.582       -57.376      530609.8
    331.845572        48.120       -58.525      530664.4
    333.143629        51.651       -59.809      530718.9
    334.400732        55.170       -61.272      530773.5
    335.597078        58.674       -62.974      530828.0
    336.713808        62.158       -65.005      530882.6
    337.733310        65.612       -67.504      530937.2
    338.639496        69.022       -70.694      530991.7
    339.418061        72.362       -74.962      531046.3
    340.056709        75.584       -81.004      531100.8
    340.545350        78.585       -90.154      531155.4
    340.876264        81.141      -104.902      531210.0
    341.044218        82.761      -128.322      531264.5
    341.046560        82.786      -157.432      531319.1
    340.883251        81.202       178.892      531373.7
    340.556873        78.665       163.937      531428.2
    340.072585        75.672       154.669      531482.8
    339.438039        72.455       148.562      531537.3
    338.663261        69.118       144.256      531591.9
    337.760486        65.709       141.042      531646.5
    336.743967        62.256       138.527      531701.0
    335.629744        58.773       136.485      531755.6
    334.435390        55.269       134.775      531810.1
    333.179732        51.750       133.306      531864.7
    331.882552        48.220       132.018      531919.3
    330.564275        44.681       130.866      531973.8
    329.245642        41.136       129.821      532028.4
    327.947392        37.586       128.860      532083.0
    326.689925        34.031       127.966      532137.5
    325.492994        30.474       127.125      532192.1
    324.375385        26.913       126.328      532246.6
    323.354635        23.350       125.566      532301.2
    322.446748        19.786       124.832      532355.8
    321.665956        16.220       124.120      532410.3
    321.024491        12.654       123.425      532464.9
    320.532400         9.086       122.744      532519.4
    320.197389         5.518       122.071      532574.0
    320.024703         1.949       121.403      532628.6
    320.017045        -1.619       120.738      532683.1
    320.174534        -5.188       120.071      532737.7
    320.494705        -8.756       119.398      532792.3
    320.972547       -12.323       118.718      532846.8
    321.600576       -15.890       118.024      532901.4
    322.368957       -19.456       117.314      532955.9
    323.265651       -23.021       116.582      533010.5
    324.276604       -26.583       115.823      533065.1
    325.385964       -30.144       115.029      533119.6
    326.576327       -33.702       114.194      533174.2
    327.829008       -37.257       113.305      533228.7
    329.124334       -40.808       112.351      533283.3
    330.441948       -44.354       111.314      533337.9
    331.761132       -47.893       110.174      533392.4
    333.061129       -51.424       108.899      533447.0
    334.321472       -54.944       107.449      533501.6
    335.522306       -58.449       105.765      533556.1
    336.644704       -61.935       103.758      533610.7
    337.670963       -65.391       101.296      533665.2
    338.584891       -68.805        98.159      533719.8
    339.372060       -72.150        93.977      533774.4
    340.020038       -75.381        88.080      533828.9
    340.518589       -78.402        79.190      533883.5
    340.859835       -80.997        64.903      533938.0
    341.038382       -82.699        42.074      533992.6
    341.051408       -82.839        13.005      534047.2
    340.898708       -81.340       -11.249      534101.7
    340.582693       -78.845       -26.687      534156.3
    340.108361       -75.873       -36.229      534210.8
    339.483206       -72.666       -42.489      534265.4
    338.717105       -69.335       -46.884      534320.0
    337.822157       -65.930       -50.155      534374.5
    336.812491       -62.479       -52.706      534429.1
    335.704040       -58.998       -54.774      534483.7
    334.514286       -55.495       -56.502      534538.2
    333.261986       -51.977       -57.984      534592.8
    331.966868       -48.447       -59.283      534647.3
    330.649325       -44.909       -60.443      534701.9
    329.330090       -41.364       -61.494      534756.5
    328.029908       -37.814       -62.460      534811.0
    326.769215       -34.260       -63.358      534865.6
    325.567811       -30.703       -64.201      534920.1
    324.444557       -27.142       -65.001      534974.7
    323.417075       -23.580       -65.765      535029.3
    322.501478       -20.015       -66.501      535083.8
    321.712118       -16.450       -67.214      535138.4
    321.061362       -12.883       -67.910      535193.0
    320.559403        -9.316       -68.592      535247.5
    320.214101        -5.747       -69.265      535302.1
    320.030862        -2.179       -69.933      535356.6
    320.012554         1.390       -70.599      535411.2
    320.159465         4.958       -71.266      535465.8
