#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    334.041380        54.150      -149.797       33609.8
    335.257344        57.659      -151.422       33664.4
    336.399049        61.150      -153.346       33719.0
    337.448491        64.614      -155.690       33773.5
    338.389112        68.039      -158.649       33828.1
    339.206066        71.403      -162.551       33882.6
    339.886451        74.666      -167.977       33937.2
    340.419519        77.747      -176.030       33991.8
    340.796848        80.467       171.184       34046.3
    341.012473        82.429       150.454       34100.9
    341.062987        82.965       121.959       34155.4
    340.947592        81.791        95.819       34210.0
    340.668110        79.464        78.571       34264.6
    340.228959        76.570        67.977       34319.1
    339.637081        73.404        61.134       34373.7
    338.901825        70.095        56.400       34428.3
    338.034806        66.704        52.919       34482.8
    337.049713        63.261        50.230       34537.4
    335.962091        59.786        48.068       34591.9
    334.789098        56.287        46.273       34646.5
    333.549227        52.772        44.741       34701.1
    332.262014        49.245        43.405       34755.6
    330.947730        45.709        42.217       34810.2
    329.627058        42.165        41.144       34864.7
    328.320772        38.616        40.161       34919.3
    327.049403        35.063        39.249       34973.9
    325.832924        31.506        38.394       35028.4
    324.690434        27.946        37.585       35083.0
    323.639859        24.384        36.814       35137.6
    322.697677        20.820        36.072       35192.1
    321.878656        17.255        35.354       35246.7
    321.195630        13.689        34.655       35301.2
    320.659299        10.121        33.970       35355.8
    320.278061         6.553        33.295       35410.4
    320.057884         2.985        32.626       35464.9
    320.002216        -0.584        31.960       35519.5
    320.111927        -4.152        31.294       35574.0
    320.385301        -7.721        30.624       35628.6
    320.818058       -11.288        29.946       35683.2
    321.403422       -14.855        29.257       35737.7
    322.132225       -18.422        28.552       35792.3
    322.993051       -21.987        27.827       35846.9
    323.972409       -25.550        27.076       35901.4
    325.054945       -29.111        26.293       35956.0
    326.223678       -32.670        25.471       36010.5
    327.460265       -36.226        24.598       36065.1
    328.745290       -39.778        23.665       36119.7
    330.058561       -43.325        22.654       36174.2
    331.379431       -46.867        21.547       36228.8
    332.687122       -50.400        20.314       36283.3
    333.961048       -53.924        18.921       36337.9
    335.181145       -57.434        17.312       36392.5
    336.328184       -60.926        15.410       36447.0
    337.384077       -64.392        13.097       36501.6
    338.332166       -67.820        10.186       36556.2
    339.157487       -71.189         6.359       36610.7
    339.847006       -74.460         1.056       36665.3
    340.389832       -77.557        -6.778       36719.8
    340.777387       -80.309       -19.169       36774.4
    341.003547       -82.338       -39.306       36829.0
    341.064736       -82.984       -67.521       36883.5
    340.959988       -81.909       -94.143       36938.1
    340.690958       -79.635      -111.936       36992.6
    340.261898       -76.767      -122.857       37047.2
    339.679590       -73.613      -129.880       37101.8
    338.953233       -70.311      -134.719       37156.3
    338.094301       -66.923      -138.264       37210.9
    337.116355       -63.484      -140.995       37265.4
    336.034829       -60.010      -143.185       37320.0
    334.866785       -56.513      -145.000       37374.6
    333.630638       -52.999      -146.546       37429.1
    332.345867       -49.472      -147.893       37483.7
    331.032705       -45.937      -149.089       37538.3
    329.711818       -42.394      -150.169       37592.8
    328.403984       -38.845      -151.158       37647.4
    327.129760       -35.292      -152.074       37701.9
    325.909164       -31.735      -152.932       37756.5
    324.761359       -28.175      -153.743       37811.1
    323.704358       -24.614      -154.517       37865.6
    322.754737       -21.050      -155.260       37920.2
    321.927384       -17.484      -155.979       37974.7
    321.235263       -13.918      -156.680       38029.3
    320.689216       -10.351      -157.366       38083.9
    320.297793        -6.783      -158.041       38138.4
    320.067122        -3.214      -158.710       38193.0
    320.000816         0.354      -159.376       38247.6
    320.099911         3.923      -160.042       38302.1
    320.362856         7.491      -160.712       38356.7
    320.785536        11.059      -161.390       38411.2
    321.361332        14.626      -162.078       38465.8
    322.081227        18.192      -162.782       38520.4
    322.933944        21.757      -163.505       38574.9
    323.906119        25.321      -164.254       38629.5
    324.982511        28.882      -165.035       38684.0
    326.146237        32.441      -165.854       38738.6
    327.379034        35.997      -166.723       38793.2
    328.661543        39.550      -167.652       38847.7
    329.973615        43.097      -168.657       38902.3
    331.294622        46.639      -169.758       38956.9
    332.603784        50.173      -170.981       39011.4
    333.880494        53.698      -172.363       39066.0
    335.104643        57.209      -173.956       39120.5
    336.256940        60.702      -175.836       39175.1
    337.319216        64.170      -178.118       39229.7
    338.274711        67.601       179.017       39284.2
    339.108345        70.974       175.262       39338.8
    339.806953        74.254       170.079       39393.3
    340.359501        77.365       162.455       39447.9
    340.757257        80.148       150.445       39502.5
    340.993937        82.241       130.896       39557.0
    341.065797        82.996       103.007       39611.6
    340.971704        82.022        75.935       39666.2
    340.713143        79.804        57.584       39720.7
    340.294202        76.962        46.324       39775.3
    339.721502        73.821        39.114       39829.8
    339.004091        70.526        34.167       39884.4
    338.153302        67.143        30.556       39939.0
    337.182567        63.707        27.783       39993.5
    336.107208        60.235        25.564       40048.1
    334.944190        56.739        23.729       40102.6
    333.711848        53.225        22.168       40157.2
    332.429603        49.700        20.810       40211.8
    331.117648        46.164        19.605       40266.3
    329.796633        42.622        18.518       40320.9
    328.487336        39.073        17.524       40375.4
    327.210339        35.521        16.604       40430.0
    325.985705        31.964        15.743       40484.6
    324.832661        28.405        14.929       40539.1
    323.769302        24.843        14.153       40593.7
    322.812305        21.279        13.408       40648.3
    321.976674        17.714        12.687       40702.8
    321.275502        14.148        11.986       40757.4
    320.719773        10.580        11.299       40811.9
    320.318191         7.012        10.623       40866.5
    320.077041         3.444         9.953       40921.1
    320.000101        -0.125         9.288       40975.6
    320.088573        -3.693         8.621       41030.2
    320.341073        -7.261         7.952       41084.7
    320.753649       -10.829         7.275       41139.3
    321.319840       -14.397         6.588       41193.9
    322.030779       -17.963         5.885       41248.4
    322.875331       -21.528         5.163       41303.0
    323.840261       -25.091         4.416       41357.6
    324.910440       -28.653         3.637       41412.1
    326.069083       -32.212         2.820       41466.7
    327.298008       -35.769         1.955       41521.2
    328.577918       -39.321         1.030       41575.8
    329.888705       -42.869         0.031       41630.4
    331.209763       -46.411        -1.063       41684.9
    332.520311       -49.946        -2.277       41739.5
    333.799721       -53.471        -3.648       41794.0
    335.027843       -56.983        -5.225       41848.6
    336.185324       -60.478        -7.084       41903.2
    337.253913       -63.948        -9.335       41957.7
    338.216751       -67.381       -12.155       42012.3
    339.058643       -70.760       -15.840       42066.9
    339.766295       -74.047       -20.907       42121.4
    340.328528       -77.172       -28.329       42176.0
    340.736460       -79.985       -39.972       42230.5
    340.983643       -82.139       -58.941       42285.1
    341.066171       -83.000       -86.460       42339.7
    340.982738       -82.130      -113.946       42394.2
    340.734663       -79.971      -132.866       42448.8
    340.325868       -77.156      -144.478       42503.3
    339.762814       -74.029      -151.883       42557.9
    339.054396       -70.741      -156.941       42612.5
    338.211805       -67.363      -160.620       42667.0
    337.248346       -63.929      -163.437       42721.6
    336.179224       -60.459      -165.685       42776.2
    335.021307       -56.964      -167.542       42830.7
    333.792851       -53.452      -169.118       42885.3
    332.513215       -49.927      -170.487       42939.8
    331.202553       -46.392      -171.701       42994.4
    329.881495       -42.850      -172.794       43049.0
